doc_id,annotator,notes
GT-092,qwen3-8b#r1,"El resumen no presenta resultados concretos, ya que no se mencionan hallazgos específicos o datos cuantitativos. La metodología se describe como descriptiva, pero no se detallan aspectos como el diseño, la muestra o la técnica de recogida de datos. La conclusión responde al objetivo, pero no se presenta una coherencia metodológica completa."
GT-092,qwen3-8b#r2,"El resumen menciona que el distrito carece de infraestructura adecuada y propone un diseño arquitectónico, pero no presenta resultados concretos. La metodología es descriptiva pero no se detalla. La conclusión responde al objetivo, pero no se mencionan resultados específicos."
GT-092,qwen3-8b#r3,"El resumen no presenta resultados concretos, solo menciona la metodología descriptiva. La conclusión responde al objetivo, pero no se mencionan resultados específicos que respalden la conclusión. La coherencia es moderada debido a la falta de detalles metodológicos y resultados concretos."
GT-093,A1,"D2=3: los porcentajes descriptivos aparecen bajo el rotulo 'Discusion', lo que obliga a releer para separar resultado de discusion. D4=1: informa X2 = 0,830 con p = 0,040, cifras irreconciliables (con ese estadistico la significacion seria muy superior a 0,05 en cualquier grado de libertad); ademas califica una prueba de chi cuadrado como relacion 'positiva', cuando no tiene direccion, y cierra con una prediccion causal desde un transversal por conveniencia."
GT-093,A2,"Los porcentajes descriptivos aparecen bajo el rotulo 'Discusion', lo que fragmenta los resultados. Reporta 'X2 = 0.830, p = 0.040', valores incompatibles entre si, llama 'positiva' a una relacion medida con chi cuadrado, que no tiene direccion, y cierra con una prediccion ('cuanto mayor... mayor seria')."
GT-093,gpt-oss-20b#r2,"El apartado Discusión incluye resultados estadísticos, pero la progresión sigue la lógica IMRyD."
GT-093,gpt-oss-20b#r3,"Repetición ligera de resultados en discusión, pero no afecta la coherencia general."
GT-093,mistral-7b#r2,El término `inoportuno` es un término coloquial que no tiene correspondencia en el lenguaje científico y por lo tanto no debería estar en un resumen científico
GT-093,mistral-7b#r3,"El objetivo no se enuncia explícitamente como tal, pero se hace explícito en la pregunta de la introducción. El resultado se presenta sin estadísticas."
GT-093,qwen3-8b#r1,"El resumen sigue la secuencia IMRyD correctamente. La coherencia es buena, aunque podría mejorar en la transición entre los resultados y la discusión. La contextualización es cero porque el resumen comienza directamente con el objetivo sin explicar por qué es importante el tema. La consistencia metodológica es 3 porque la conclusión afirma una relación significativa, pero los resultados no proporcionan suficiente evidencia estadística para respaldar esa afirmación."
GT-093,qwen3-8b#r2,"El resumen sigue la secuencia IMRyD. La coherencia es 4 debido a que hay una pequeña repetición en el resultado y la discusión. La contextualización es 0 ya que el resumen comienza directamente con el objetivo sin explicar por qué es importante el tema. La consistencia metodológica es 3 porque la conclusión afirma una relación positiva, pero no se menciona si esta relación se sostiene con los datos presentados."
GT-093,qwen3-8b#r3,"El resumen sigue la secuencia IMRyD correctamente. Sin embargo, la coherencia se ve afectada por la frase 'El 44.2% de las madres tienen un nivel de conocimiento regular sobre el esquema de vacunación, y el 52.8% de las madres presentó un cumplimiento inoportuno del esquema de vacunación' que introduce una desviación en la narrativa. Además, la contextualización es nula ya que el resumen comienza directamente con el objetivo."
GT-094,A1,"NO EVALUABLE=1 y todo lo demas vacio, conforme al manual: NO ES UN RESUMEN. El texto es un parrafo generico sobre en que consiste la funcion docente (diagnostico, planificacion, ejecucion, evaluacion, etica profesional) y no dice absolutamente nada del informe de suficiencia profesional que encabeza: ni objetivo, ni experiencia sistematizada, ni metodo, ni resultados. No hay nada que anotar."
GT-094,A2,"El texto cargado no es el resumen de una investigacion: es un parrafo generico sobre la funcion docente, sin objeto de estudio, metodo ni hallazgos. Conforme al manual se marca No evaluable=1 y el resto de la fila queda vacia."
GT-094,gpt-oss-20b#r1,Objective after methodology; no results or conclusion; no contextualization; no detailed methodology; coherence 4; consistency 5.
GT-094,gpt-oss-20b#r2,"Resumen no presenta metodología, resultados ni conclusión, por lo que no se puede evaluar la consistencia. El documento describe la función docente y sus procesos sin plantear un problema de investigación ni un marco metodológico."
GT-094,gpt-oss-20b#r3,Resumen sin resultados ni conclusión; falta contextualización de problema; metodología descrita de forma genérica.
GT-094,mistral-7b#r1,"No se menciona ningún método específico, ni se presentan resultados concretos o conclusiones que respondan al objetivo"
GT-094,qwen3-8b#r1,"El resumen no incluye componentes de metodología, resultados ni conclusiones explícitas. La coherencia es alta, pero la falta de componentes clave impide una evaluación completa en las dimensiones 1, 3 y 4."
GT-094,qwen3-8b#r2,"El resumen no presenta los componentes IMRyD (Metodología, Resultados, Conclusiones). La coherencia es 4 debido a que el texto fluye bien, aunque no se identifican componentes estructurales. La contextualización es 0 porque no se explica por qué la función docente es importante. La consistencia es 1 porque no hay metodología declarada para contrastar la coherencia."
GT-094,qwen3-8b#r3,"El resumen no sigue la estructura IMRyD. Sin embargo, el objetivo está explícito. No se menciona metodología, resultados ni conclusiones. La coherencia es buena, pero la falta de componentes clave hace que las dimensiones D1, D3 y D4 no puedan evaluarse adecuadamente."
GT-095,A1,"Resultados=0: pasa de la metodologia a las conclusiones sin reportar hallazgo alguno. Metodo detallado=0 y concretos=0: 'la poblacion y muestra representada por los establecimientos penitenciarios' sin numero de penales, internos, expedientes ni documentos, y ni una sola cifra de sobrepoblacion. D4=2: se declara cuantitativa y no entrega ninguna cantidad; las conclusiones son afirmaciones normativas ('es necesario el deshacinamiento') mas que hallazgos."
GT-095,A2,"Enumera tres objetivos y no responde a ninguno: las conclusiones son afirmaciones generales sobre la sobrepoblacion penitenciaria. Se declara cuantitativa pero no aparece un solo dato, y el analisis documental no delimita expedientes, normas ni periodo."
GT-095,gpt-oss-20b#r1,Resumen sin resultados concretos; conclusión no respaldada por datos; falta de contextualización del problema; objetivo 1 no respondido.
GT-095,gpt-oss-20b#r2,Resumen sin resultados; D1_imryd_resultados=0; D3_resultados_concretos=0. Objetivos múltiples; metodología detallada; conclusión responde a objetivos.
GT-095,gpt-oss-20b#r3,"Conclusiones no responden completamente a todos los objetivos, especialmente al procedimiento de acceso a beneficios."
GT-095,mistral-7b#r1,No hay resultados concretos
GT-095,mistral-7b#r2,La metodología no está delimitada y no se menciona cómo se obtuvo el conocimiento
GT-095,mistral-7b#r3,Metodología detallada
GT-095,qwen3-8b#r1,"El resumen presenta los componentes objetivo, metodología y conclusiones en orden lógico. Sin embargo, no se comunica qué se encontró (resultados), lo que reduce la puntuación en D1_imryd_resultados y D3_resultados_concretos. La coherencia es moderada debido a la falta de detalles específicos en los resultados y la ausencia de contextualización del problema."
GT-095,qwen3-8b#r2,"El resumen no presenta resultados concretos, aunque menciona la sobrepoblación y sus efectos. La metodología se describe de manera general, pero no se detallan elementos específicos como la muestra o el diseño. La coherencia es moderada debido a la falta de conexión clara entre los resultados y las conclusiones."
GT-095,qwen3-8b#r3,"El resumen presenta los componentes objetivo, metodología y conclusiones en orden lógico. Sin embargo, los resultados no se comunican concretamente, solo se mencionan los objetivos y las medidas propuestas. La coherencia organizacional se califica en 3 debido a que la descripción de las medidas propuestas no está claramente vinculada a los resultados. La contextualización es 0 porque el resumen no explica por qué el tema es relevante. La consistencia metodológica se califica en 3 debido a que la conclusión habla de la necesidad de deshacinamiento, pero no se mencionan los datos que respaldan esta conclusión."
GT-096,A1,"NO EVALUABLE=1 por ausencia de metodologia; D4 vacio conforme al manual. El resumen situa el estudio en los Juzgados de Paz Letrados de Azangaro en 2015 y 2016, pero nunca dice como se procedio: sin tecnica, sin numero de expedientes, sin criterios de seleccion ni analisis. Concretos=1 solo por las categorias nombradas (requerimiento de pago con apercibimiento de remision de copias y remision al Ministerio Publico), aunque 'la mayoria de los mecanismos' queda sin cuantificar."
GT-096,A2,"Hallazgos ordenados y categorias nombradas (requerimiento con apercibimiento, remision de copias al Ministerio Publico), pero no se declara metodologia de ningun tipo: solo el ambito y los anos. Por eso No evaluable=1 y D4 vacio, con el resto de campos anotados porque si es un resumen de investigacion."
GT-096,gpt-oss-20b#r1,"Metodología mínima, no se indica diseño ni muestra; conclusión no responde directamente al objetivo."
GT-096,gpt-oss-20b#r2,"Metodología no detallada, solo se indica el lugar y periodo. Conclusión implica política aunque sin datos de impacto."
